pid,theta_u
175,-0.7425059759351574
176,-0.32145582051034804
177,0.43303791049051915
179,0.45062120618690593
180,-0.31821441945495316
181,-1.6409998620103587
182,-0.32679071006720173
183,0.030012131907163734
184,-2.1649443983661163
185,-0.41413030253652733
186,-0.8158337687407384
187,-0.45988936856442175
188,-0.5789567742414515
189,-1.9297772860336209
190,-0.5979594684559697
191,-0.6297631488558177
192,0.32451692479306726
193,-1.4684097972861805
194,-0.024243565402819325
195,-1.1365149779665231
196,0.4424147425699533
197,0.9138697292081428
198,1.1540309657189638
199,1.9077198438681717
200,-2.9349515745497405
201,-0.7975484271829757
203,1.0036765569027744
204,-1.0493661517207902
205,1.3762635806899752
206,0.06485189523571523
207,0.18501927962199685
208,-0.6042442111130313
209,1.0318950007779115
210,0.7823640401455976
211,0.18900864949501767
212,-2.1978333368820984
213,-1.0705467095387333
214,-2.504529668886269
215,0.8809465112874911
216,1.0892331322777273
217,-0.4574578175726672
218,-0.023073446855271493
219,-0.28507073852741194
220,1.4738963058874064
221,0.06896879576892677
222,-0.5656696875156839
223,-0.0725184738601067
225,0.019131158292855287
226,0.34891200428265723
227,-0.9025579980432729
228,-0.9820224208497204
229,-1.868532806357139
230,-0.8389422018470751
231,0.4699209535184979
232,0.2644694510897496
234,0.960471264861271
235,-2.9214263066953
236,0.4760514823806018
237,-0.38631245753963106
238,-0.08025346291506265
239,-0.33288390304514387
240,-0.3380092963870954
241,-0.04916614317629265
242,0.8806266080507926
243,0.9563824674042648
244,-1.382406220182612
245,0.3123043029813117
246,-0.893622726229512
247,0.020183081063858434
248,0.023758335862724453
249,0.6462997829055684
250,-1.4421133460120226
251,0.4632761545952221
252,0.10426647203111153
253,0.9662421260078717
254,-0.525361667826696
255,0.559896076612341
256,-1.128941505784405
257,-0.8743746985015406
258,0.1652328974882957
259,-0.9485044641374374
260,0.4012664192327772
261,-2.2825519847826587
262,-0.06798599330597108
263,-0.031778352253994335
264,-0.48423242987206205
265,0.7847406791837195
266,0.21296289877571922
267,-0.47221540697216724
268,-0.6779802524718798
269,0.03576956357896084
270,-0.032684651585909295
271,-0.19273024168566688
272,0.7107673338587938
273,-1.041321937074219
274,-0.20460874773636784
275,1.726321225855069
276,-0.22120882426024183
277,-0.645756696679417
278,-0.1795186190529829
279,-0.5137357490826222
280,-0.32547045877900627
281,0.5137665270267934
282,0.2055991383840969
283,-2.038369996013113
284,1.265146741946642
285,-0.33331848026375294
286,-0.7398361391576431
287,0.41212011382668534
288,1.41193072181116
289,0.7654312183575467
290,-0.21670062149564753
291,0.26824961724375607
292,-0.11147963134267255
293,-1.3687023433253465
294,-0.7808646657070978
295,-1.5386943661168297
296,2.257126489263055
298,-0.7976399387184663
299,0.19887274307350228
300,0.6941737005297244
301,-0.03535878084372855
302,0.3748715977893116
303,-0.5572215386020487
304,0.46363134960243435
305,-0.9487806042106124
306,-0.4495056301381802
307,0.7487786798729672
308,-0.5780589330127569
309,0.6230258049817488
310,-0.9512488688329691
311,1.5775338693860796
312,1.4054300320365103
313,-0.1568251294764242
314,1.0439944009548223
315,0.14625654419000608
316,-1.0745357705256662
317,1.2595038540628671
318,-1.3757614251933898
319,-0.23888376792658464
320,-0.7762592813042333
321,1.1491500310031417
322,-0.05946578960669503
323,-0.22123960538770404
324,0.13196039811006255
325,1.5292383145868602
326,0.9901826584645929
327,1.6183864836096078
328,-0.6222257684259539
329,1.0186293161353641
330,-0.5294945077502538
331,-1.7742357550218597
332,-0.648592661289732
333,-0.38870692792804856
334,-1.4111508891762201
335,1.907346859749879
336,-1.1747587932007466
337,-0.08457234750013544
338,-1.1191570159662236
339,0.7601329941755797
340,-0.12909878356430063
341,0.08617615965595052
342,0.5733376969994687
343,-0.8337574544448727
344,0.9739630733101519
345,-0.14575785564267638
346,-2.568242678640106
347,-0.9273071324124337
348,1.9866398838551438
349,0.6664214703996212
350,-0.6008609283328118
351,0.1197090729399961
352,0.5608362901901124
353,0.5080592066063228
354,1.9559539683093574
355,0.39051207587018977
356,1.0386206970157243
357,0.7432879249577161
358,-0.6911495205398817
359,0.771430342819815
360,-0.14912596734980052
361,-0.5161563297117548
362,0.5533902420037401
363,1.12239019678009
364,0.46575701466689207
365,1.8341207626154636
366,0.7467089762366098
367,1.5369278903364936
368,-0.2563726423621887
369,-1.8521654782998387
370,-1.064303540310928
371,0.2656904342942841
372,-1.115379489406335
373,0.07633848856936074
374,0.3335563185444734
375,-0.8806439725351224
376,0.5440251640286309
377,0.4025413279775112
378,-1.200945563744987
379,0.07115367567391738
380,1.9131834561469607
381,-0.02786629151666677
382,-1.3663803092933178
383,-1.4040425301307322
384,0.9515915857772359
385,-0.47823949426823
386,0.5970049330832797
387,-0.6054756736053379
389,-0.47189917823307537
390,0.5458751377946983
391,0.5493255929866486
392,0.55974585541866
393,0.03440707215330732
394,1.4421870908654577
395,0.5308720409658055
396,-0.8566747329633656
397,-0.28655134121173187
398,0.10329618961415457
399,-1.2509803799546637
400,-0.4398479368475186
401,1.357495406652729
402,-1.0239516512800637
403,-0.4504537165518379
404,-0.3867540877959028
406,0.2723349464670586
407,0.5654528964930766
408,-0.3083188584592939
409,0.8924480971242795
411,-0.9856443060643685
412,-0.8959632822111759
413,1.8827955872147457
414,0.29258331531507437
415,0.3792702579076938
416,-1.1537466020514857
417,0.44759278988752055
418,-1.262480851057236
419,-0.25510182111405416
420,-0.9087373578666726
421,-0.30908792374647975
422,-0.44787466204518045
423,0.693910681559376
424,-0.35545157971866337
425,-0.29822267592332463
426,-0.031839336589319936
427,1.4485577620586412
428,1.8189684786545353
429,-0.8535483290701106
430,-0.6598177569196456
431,0.15819225072758872
432,0.4685112646431042
433,1.7549615659018614
434,-0.4023561526387152
435,0.46620482324903334
436,0.2046115835191982
437,-0.4031182123752022
438,-0.1391078842680648
439,-0.31951087584472543
440,-1.3052859421948715
441,2.38872083130443
442,1.4121309089638139
443,1.5981493216094225
444,-0.5284702186097904
445,-0.8375767819596377
446,1.3055087513978507
448,-0.8431564708068278
449,2.0453747006238037
450,0.1255344523404685
451,1.8863454330105087
452,-1.86280645342036
453,-0.42629847868416704
454,1.4225251591144559
455,-0.27567003534246265
456,0.11433490593509468
458,-0.039621295752115884
459,-1.2327956527119235
460,-0.5561182760380567
461,1.361935672216687
462,-1.6253230096001918
463,-0.340297841112809
464,0.21254959759354958
465,-0.7689141089095055
466,0.46887730914071235
467,1.2093128744106085
468,0.5978423403329489
469,0.732195992568961
470,-0.6181226522261379
471,-0.16421004950706822
472,-0.41482648162654995
473,0.700743209433837
474,1.4520693546734553
475,0.4146339115653243
476,-0.8445533033542579
477,-2.1792708052621275
478,0.18792517487363022
479,0.7626438573470313
480,-0.8375174852487224
481,0.02257399071421824
482,-1.2196112203900835
483,0.27317080148582007
484,-1.5950147573488573
485,0.6192129863905372
486,-0.5994569301707222
487,0.30498507309086637
488,-0.11448137635249545
489,0.8562440632436924
490,0.9038616107286473
491,-0.22400497239256867
492,1.8327161297140044
493,0.31192356764946894
494,-1.8863899181051216
495,-0.6735029310390023
496,-1.2696623427258278
497,-1.1057501398357938
498,-0.31438607574836314
499,-0.776076769547897
500,0.11706599247359786
501,-0.6335923916541627
502,1.824474849484581
503,0.41241759641934084
504,-1.8663230101546533
505,0.5063394120592865
506,0.012688864851369946
507,-1.6139392600823896
508,-0.573655921887543
509,-0.16040853784744272
510,-0.13029930963501501
511,-1.3690700636734527
512,1.0271574882823236
513,0.36356155079193525
514,0.783928083670337
515,0.0032559254035836897
516,-0.2964665780729609
517,0.8172471174077851
518,0.04508284605306967
519,0.7053075555197068
520,0.45030083687893435
521,-0.01578207279874046
522,1.4828663742633479
523,1.1251579376984064
524,1.0546193645511226
525,-0.5745718522501438
526,-1.5255418347472451
528,-0.3637162799615044
529,-0.453839467330418
530,1.6824902391393117
531,-2.387128095554981
532,1.9756495809018557
533,0.5332957909602654
534,0.6317104214757546
535,1.8105906531991958
536,1.7644905735677432
537,0.5392368857490245
538,0.29314942737233435
539,0.5012328554192776
540,0.4467259424346717
542,0.27409907519692256
543,0.6892522234644649
545,-0.6114602307398245
546,0.7220496968512062
547,-1.0883373383452284
548,0.00479170595812074
549,0.5836440218450021
550,-1.9866431294595164
551,-2.018017036195172
552,0.2729901888869067
553,-1.7258807340595144
554,0.08089535043456662
555,-0.49407771366185993
556,0.43271820600637667
557,0.9879979473649635
558,-1.360218368539546
559,1.3312451792120255
560,-0.05264030739658564
561,0.6965393369614775
562,1.5712554274761847
563,0.42969795751742174
564,-0.21751526684851016
565,-0.09785691113745783
566,0.23180486729077485
567,0.7471405591510304
568,1.4899747403744847
569,0.6303016411423089
570,-2.1666341031649456
571,1.4955914367702354
572,0.23159858557141935
573,0.9754585063258351
574,0.3883887828015549
575,-1.6727438123858343
576,-1.9929621742169148
577,-0.8334807728304878
578,0.15606225690753625
579,-1.1535861742015194
580,1.105539285445155
581,-0.607451947624799
582,0.39567039536033427
583,0.5858717928002883
584,-0.06237080418464682
585,-0.8036736871035919
586,-0.2975874567623172
587,-0.5654983437862507
588,-0.7592306809390239
589,-1.0381761744953617
590,0.7480440657367831
591,1.759378782573214
592,0.12122067170770368
593,0.3332487299502392
594,-0.19440072560521154
595,-0.28792171255663546
596,-0.9825339979996878
597,0.976972852845916
598,0.1867579415634847
600,0.45657850576770254
601,-0.20641428858918112
602,-1.726525762796555
603,-0.8090732142295836
604,0.41746425668665516
605,0.2721873294780148
606,0.051550108944860874
607,0.6291039657320954
608,-1.1352020413409531
609,0.9067880364041131
610,1.8173254238880958
611,1.0843564023084404
612,-0.2925874997764419
613,1.3102243499605652
615,0.4149967746116788
616,-0.10519544563513494
617,0.6058110528064269
618,1.3551348140919361
619,-2.422517370546483
620,-1.9950327482021752
621,-1.506341822782801
622,-0.4294333644784862
624,0.4735258096055371
625,1.4522638036117166
626,-1.2117634577347918
627,1.4279813065911782
628,-0.4450668932126945
629,0.7262427449650862
630,-0.24538011928827524
631,-1.3384313569317277
632,1.128699059458839
633,-0.8818943530990135
634,-1.4407393393872574
635,1.1482076577747626
636,0.5849784790433017
637,1.3386737438758525
638,1.5444532831278615
639,0.5651549680885616
640,-1.207721765236266
641,-1.44955034796073
642,-0.9216691744538248
643,1.6719272097829938
644,0.38054545809788604
645,-0.32424656792565437
646,0.8605244113747099
647,0.6715728394025441
648,0.05630077273535316
649,0.7815550416759486
650,-1.1686947873158355
651,2.479529852368213
652,-2.326035122638389
653,-0.9460028444011058
654,-0.7203450954490185
655,-0.4697338652183286
656,-0.2550781435019251
657,1.045928748580876
658,0.37813149532861723
659,-0.3575491684561745
660,1.0807792506808485
661,-0.5156000115167443
662,-0.06901084651934178
663,-0.7796447523934578
664,-1.5902769945738406
665,-0.2934049860975427
666,0.2354048433632708
667,1.9018226869698056
669,-0.37230746605749027
670,-0.14348937502629655
671,-0.7145376520439524
672,-1.7364168680369623
673,-0.8031167580314332
674,-0.6760645762617228
675,0.9747864790721948
676,-0.27490705877093546
677,-0.1955750988000732
678,1.1340025223620522
679,0.729447130767968
680,0.6258949573525656
681,1.1896134919275945
682,-1.2291342994844328
683,-2.100804574505671
684,0.06763613899462763
685,-0.5260748353172422
686,1.1377004127468189
687,-0.14689963206941514
689,2.105486725205864
690,1.3543200167852414
691,0.7789249904372355
692,1.1839120047933551
693,-0.9983852186430145
694,-0.8479667129500419
695,-1.1729081671937414
696,-0.32749324934377305
697,-1.6507340153180534
698,-1.2550157021254698
699,-0.575425410618056
700,-2.083891067718321
701,-0.2308042788685661
702,-1.6318233040908308
703,-0.554511736147592
704,-1.9191965086512202
705,1.1659929006224932
706,1.1091966719055586
707,-1.0212511699713374
708,-0.11354200549392583
709,1.5363876104892213
710,1.5796063481199112
712,-0.3971491026084882
713,-0.9453559679306205
714,1.9741909274661733
715,-1.1993615909467727
716,0.7564994832650387
717,-0.3715090566660326
718,-0.4049571605635892
719,-0.7043165425014482
720,0.35186980752960595
721,-0.0019805377461909195
722,-1.4044791086581423
723,-0.04168785586430112
725,-0.7342982486717662
726,-0.1317840299929142
727,0.49722071268563955
728,-0.5034478292627139
729,-0.3062792033606532
730,-0.7125973869767201
731,0.4079587655105038
732,-0.1014180419754458
733,0.3995315611657289
734,0.08368286761762934
735,1.8516219966358445
736,0.4082495747593356
737,0.08991696402716393
738,0.17193880025576033
739,1.7029188226378076
740,1.2995592874305129
741,1.3773983332332795
742,-0.008779145184129535
743,0.7422485174211405
744,-0.10062236304584195
745,0.679607137678399
746,-0.042294697413082866
747,-0.12319554777712144
748,-0.3546883694750721
749,0.24459339816781392
750,0.9340246940969014
751,0.959630478527822
752,-0.5925241285399396
753,-0.04925014623892687
754,-1.0492199009786785
755,-0.41361252803057486
756,-0.6432820285087149
757,-1.2797569265277835
758,-0.2764738723951905
759,1.7256803778741059
760,-0.046397109747820194
761,0.9610042043708432
762,0.030849219604079423
763,-0.3010868698095761
764,1.2305321415906396
765,1.6089311859522568
766,-1.1256349995197485
767,1.2814812704573866
768,0.25181980479283406
769,-1.1686962650961632
770,-0.3406082927245303
771,-0.06057860868394339
772,0.7281581790316627
773,0.47702489539712717
774,-0.32189280282022226
775,0.7353618827846371
776,-0.5680765717395826
777,-0.3851528177325631
778,1.9290289105353005
779,-1.5645855743385517
780,0.8431823913048802
781,-1.073445691754599
782,0.41608105178417976
783,0.12434673363787738
784,-0.6099962409422361
786,-0.04719198192501734
787,-0.9245240943877924
788,0.550017599749495
789,0.7537953330346995
790,1.2520964246563402
791,1.7069330081289273
792,-0.28315723962819306
793,-0.5781275256334745
794,-0.5368417548434452
795,1.3446401439779563
796,-0.425011824152413
797,0.5422192455368691
798,-1.2584385126698614
799,-0.044408526779049835
800,0.32097585999683415
801,-0.20205597896492436
802,-0.43506814511994857
803,-1.532571027316893
804,1.7870064672636936
805,0.2693845176877806
806,1.952516006439533
807,0.6447504697879138
808,1.0403339229126365
809,-0.24920970818245528
810,0.11490675711934589
811,0.15481547948873411
812,0.12805517225487892
814,1.8051492272912109
815,-0.12699492234071055
816,0.1513976730075483
817,-0.5371444712297051
818,0.3216228346539851
819,-0.6023134287379633
820,-0.2853338045986598
821,1.7469424112890513
822,-0.08730912816702877
823,-0.9545371758169758
824,1.4972780450211216
825,-0.07325941188136817
826,1.0850303471065463
827,1.107291321587971
828,0.4525045026827032
829,0.44702848969667064
830,-0.565505304735457
831,0.1074935453997898
832,1.3537736221190955
833,-0.19886183574970753
834,-0.8150060649689131
835,-1.5892061399196629
836,0.19491865635274916
837,-0.667632316737163
839,1.4350344756480276
840,0.4718932677630332
841,0.23541815040563438
842,0.20905273191491677
843,-0.005918942295801158
844,0.23285819059113425
845,-1.0968771549908112
846,0.7034252462077136
847,-0.14936203833829959
848,0.32798492199825124
849,-1.0532678234718358
850,-1.2182789380619865
851,-0.6177543366431213
852,-0.003246218261401356
853,1.4212272231243408
854,-3.1607679949554854
855,1.9544409623505372
856,-1.01772949742356
857,0.6224085593518726
858,0.8375031088917957
859,-0.5607112666617389
860,0.3881060672151553
861,-0.5488444093384112
862,-0.1695271572343998
863,-1.2996300378618073
864,-0.42865880247535143
865,1.2167394854883211
866,1.4503373220764055
867,-0.523938140191685
868,-0.5209385896796772
869,-1.1230257040445413
870,0.7101891849224431
871,0.1457600322506959
872,-0.30325995183802396
873,-0.5962243089385217
874,0.5574227546631089
875,-0.16724056491460862
876,0.5677452109767931
877,-0.09257202701879423
878,0.9096926087116517
879,0.6339946825157068
880,-0.6950046545791979
881,-0.2415190026299017
882,-1.7320476188772629
883,0.35001992566183626
884,-1.0126455662202705
885,0.410013218067454
886,-1.0567956146420907
887,-0.5788806531012152
888,-1.2692429472479179
889,1.2815550449742503
890,0.44351997421336364
891,0.4683389033393114
893,-1.5519474672011695
894,-0.26761504224277866
895,0.5585698331373596
896,0.8787764868883313
897,-0.44307355350367766
898,-0.6104633159763185
899,-0.8976352238583193
900,0.9348146106716669
901,-1.8651185003089654
902,0.1454493261640812
903,-2.4747941549507484
904,0.8527403076375015
905,-0.8129316025399269
906,1.0731753592271414
907,-1.0941511373951964
908,0.25408434232793764
909,0.4895699794304512
910,-0.4054487014357967
911,-1.699065012050908
912,-0.8253197002234185
913,-0.8193317680551337
917,0.7323350789961975
918,-0.23715588667892623
919,0.7849994595014168
920,1.5926782262538293
921,-2.0468042674264297
922,0.20319398007412534
923,-0.4056073080519517
924,0.6180113211059014
925,-0.3078839192836671
926,0.06521637991311643
927,-1.2492217280234053
928,-0.9084553238250335
929,0.11690170438505457
930,-1.5062963246318708
931,-1.1531842906939813
932,0.17002184419159516
933,0.04407326879385594
934,-0.5276231571460822
935,-0.23181671650239322
936,-0.4983423132535022
937,-0.3605449334105474
938,-0.7654527842359296
939,-1.5343779380004436
940,0.8797511466067767
941,0.5415640498331278
942,-1.6236322370135314
943,-1.2221011055143294
944,1.7866961267534667
945,0.5071228859393121
946,1.184380542919184
947,-0.9606941805059159
948,0.7824349078992466
949,-0.6888353060747433
950,-1.1062726860399408
951,0.19121486132273863
952,-1.1352060550563867
953,-0.418358475896298
954,-0.5479254971702308
955,-2.3367760959026374
956,-1.7997994238188022
957,0.1591150541819354
958,-0.6764999484256989
959,0.7452988913074865
960,0.15622422413920123
961,-0.1514058181647809
962,1.5990865341706741
963,0.4809338542213362
964,0.1696341662348557
966,0.5772491965174283
967,0.38649655664784455
968,-0.09841249463471646
969,0.22247385455464264
970,-0.6162844789967217
971,0.7442781536662383
972,-0.31761100354807237
973,0.5253848556235474
974,-0.4550184409467433
975,-2.176855540835668
976,0.30866788774688736
977,2.093306102123254
978,-0.9011796837118362
979,-0.1607557440271899
980,0.25025346259713355
982,0.3627887199093378
983,0.8202425774226377
984,-0.4302778540871907
985,-0.5959891431400527
986,-1.027423245715122
987,0.43702721201121547
988,0.7994192261398284
989,0.32159531728858115
990,0.1284553871997219
991,-0.17700596420620232
992,1.1824349910987582
993,1.6146156603566917
994,-0.15589975974106987
995,-0.8640706496465416
996,-1.2281049915609452
997,0.7960893813227363
998,-1.1341558423926026
999,-0.48499296634827527
1000,-0.6710404986876158
1001,1.5807590627507
1002,0.8376953102253515
1003,1.3972845020526459
1004,-0.35498710795520705
1005,1.0242269856269297
1006,0.8230070994790086
1007,0.39658114515595594
1008,-0.630640673563775
1009,0.008204338308824397
1010,0.45819927558932194
1011,-0.17552550830411495
1012,-0.6242098605841195
1013,1.754868770598699
1014,0.4379213234973574
1015,-0.06859892047892219
1016,0.7605924971318054
1017,1.112122161530309
1018,-0.9414930009022258
1019,-1.9338340541917902
1020,0.3242395180531476
1021,0.9488907639466915
1022,1.2043018384153767
1023,0.5526408237305387
1024,-1.1738978064205579
1025,0.35404455663847356
1026,0.6327224236009931
1027,-0.2974191678590008
1028,0.7303304618680008
1029,-1.3096488726597952
1030,1.562492694843504
1031,-0.6057006236692976
1032,-1.5695033771071474
1033,-0.7591233814160226
1034,0.7272213050847451
1035,0.7622242432306955
1036,0.1357439279603154
1037,-2.0267452143209903
1038,-1.0087212394686285
1039,-0.3717208090859787
1040,-0.3255963829234263
1041,-1.1709226755271827
1042,-0.19487064155014835
1043,0.9641160495520353
1044,0.052276124190249997
1045,1.4461627092453742
1046,-0.07161065078057702
1047,1.4437068663699584
1048,1.7123665958740288
1049,0.3753776426892011
1050,0.1377850892810435
1051,1.2564343464403294
1052,1.1057087561914
1053,-0.2877630278259699
1054,-0.305616575770347
1055,0.44726885623803814
1056,-1.2396713512179431
1057,0.4681362314379596
1058,0.03718481480739412
1059,-1.0756126915719622
1060,-0.3925226791787478
1062,0.5035304265847805
1063,-0.1974876973442138
1064,0.29937533002016387
1065,0.7127577444024039
1067,1.5486467908593258
1068,-0.3601213820824619
1069,-0.12017397187843382
1070,0.16967950761230088
1071,1.9056064761516256
1072,1.07085257656847
1073,-0.872361832067569
1074,-1.4521263678174516
1075,1.2851659841207643
1076,0.2051977675181042
1077,1.444435918925985
1078,1.526924529236083
1079,-0.4417765883239076
1080,-0.05129695966404728
1081,0.7664218593541418
1082,-0.7902569367223455
1083,0.12822802320762214
1084,-0.17271172548331545
1085,-0.4398168520673691
1086,0.699826728191059
1087,-0.06092999695647301
1088,-0.7844050090693424
1089,0.9515480173340888
1090,1.1717062390778872
1091,0.9854235597083042
1092,-0.5432057220013377
1093,0.4335190754852374
1094,0.16200542520006472
1095,0.11737515604621104
1096,0.551699858881543
1097,0.6580966384486612
1098,1.58848716473544
1099,0.5304243662817907
1100,0.4095585607809739
1101,0.44397700934926954
1102,1.7068294937035609
1103,-1.3291827249991648
1104,1.1127834454373238
1105,0.5927391381856939
1106,0.08382932725728572
1107,0.38832669298537537
1108,1.460684448277314
1110,0.5601025276593533
1111,0.6091401301956457
1112,0.020492240707128604
1113,0.9175109869909336
1114,0.9514239973152503
1116,-1.952805197825757
1117,0.3747446632910908
1118,2.5808179893933225
1119,1.7240631184601478
1120,1.1772258065938876
1121,0.10571316904624399
1122,1.2667657992048602
1123,0.3653239715852304
1124,-1.621471132100707
1125,-0.04199344098857687
1126,-1.4098178329854498
1127,0.02304823078415869
1128,2.361708889121786
1129,-0.5914029989736175
1130,0.9505345117749936
1131,-1.3345630686429812
1132,0.2757505553631462
1133,-1.557732002077186
1134,-1.2960128600822896
1135,0.7259287924773329
1136,-0.1347726353101639
1137,-0.07048535238555367
1138,0.016064336177428817
1139,-2.1142141667881114
1140,-0.4266096596838161
1141,-0.0034289063457530874
1142,0.3944263156983482
1143,-2.6329704442126487
1144,1.0417113322052773
1145,-1.0469779223863658
1146,0.555992656395936
1147,0.07921400868967815
1148,0.9673500529821362
1149,1.5629736325732517
1150,0.08906949985668391
1151,0.2781525609283054
1152,-2.3255796530690414
1153,-0.7615930704193946
1154,-0.9571287032934368
1155,-0.05880213681460099
1156,-0.056261988176794585
1157,-0.10417194995588125
1158,0.32091604840224264
1159,2.1668120098021517
1160,0.8014029383916987
1161,0.6435703587291645
1162,0.045046961565883344
1163,0.06072940059221594
1164,0.4569193906538586
1165,0.03416818518632168
1166,1.7692989326957222
1167,-0.8047096035972098
1168,0.7230562437373497
1169,-0.6941243839449743
1170,0.42852536669849967
1171,0.5399449557983178
1172,0.4350515764261394
1173,-0.18287347588447087
1174,-1.202265297107631
1175,-0.3407004871193768
1176,0.48133292717214043
1177,-2.1721480898872296
1178,0.3778273989286506
1179,-0.2512190656386798
1180,-1.2477896614056867
1181,0.16766808663996496
1182,1.574379736069086
1183,1.152906669258573
1184,-0.8419924968459065
1185,2.158815261529472
1186,0.5883681067031736
1187,0.8343231422818211
1189,0.08852146780497237
1190,-0.30200761033676654
1191,-1.6101898217837873
1192,1.5869678612444817
1193,0.40139322410118294
1195,-0.1925685068226111
1196,1.1565154681184833
1197,0.2518299654612669
1198,-1.2411757590475658
1199,0.011070522235308038
1200,-0.4739448520650862
1201,-0.4229995869893967
1202,1.5451030467065539
1203,0.5420403673425407
1204,0.7896161107583102
1205,1.2366537445509
1206,0.7314122166658598
1207,0.7247111279475873
1208,0.6426356878661372
1209,0.1829752310188423
1210,0.1938701237118345
1211,-0.6917868744474842
1212,-0.30136279237478464
1213,0.37043392819910503
1214,0.25753181287589305
1215,-0.6403213380783398
1216,-0.13407421368092703
1217,-0.322157522655597
1218,1.227934823515387
1219,-0.033128330592877175
1220,-0.4218350786996882
1221,-1.0481248286679477
1222,-1.113990695289913
1223,-1.4535720868797055
1224,0.5722760686546794
1225,-1.131907622272856
1226,-1.0266550749351582
1227,-2.1892914304022546
1228,-0.6416819605980951
1229,-1.7032086553736046
1230,-1.5996603575042836
1231,0.7317780655119499
1232,-0.008766126432211006
1233,-0.566118260438098
1234,0.9125397667349946
1235,-0.302589894797206
1236,-1.2773380850569507
1237,0.7547857517131029
1238,0.6837137979863892
1239,-0.8649731641460755
1240,-0.590187051754389
1241,-0.5170592803868239
1242,1.6131159421280723
1243,-0.5382012054835594
1244,-0.40557616265448343
1245,-0.7696818891488857
1246,-0.8186126517298766
1247,0.46177614491285474
