pid,app_active,survey,followup,registration,sms,quiz,reengagement
138,True,True,False,True,False,False,True
139,True,False,False,False,False,True,False
140,True,False,False,False,True,False,True
141,True,False,False,False,True,False,False
142,True,False,False,False,True,False,True
143,True,False,False,False,True,False,False
144,True,False,False,False,False,False,False
145,True,False,False,False,False,True,False
146,True,False,False,False,True,False,False
147,True,False,True,False,False,False,False
148,True,False,False,False,True,False,True
149,True,False,False,False,True,False,False
150,True,False,True,False,False,False,False
151,True,False,False,False,False,False,False
152,True,False,True,True,False,False,True
153,True,False,False,False,False,False,True
154,True,False,False,False,True,False,False
155,True,False,False,False,False,False,False
156,True,False,False,True,False,False,True
157,True,False,False,False,True,False,False
158,True,False,False,True,True,True,True
159,True,False,False,False,False,False,False
160,True,False,False,False,True,False,True
161,True,False,False,False,False,False,False
162,True,False,False,False,True,False,False
163,True,False,False,True,True,False,False
164,True,False,True,False,False,False,False
165,True,False,True,False,False,False,False
166,True,False,True,True,True,False,True
167,True,False,False,False,True,False,False
168,True,False,False,False,True,False,True
169,True,False,False,True,False,False,True
170,False,False,False,False,True,False,False
171,True,False,False,False,True,False,True
172,True,False,True,False,True,False,False
173,True,False,False,False,True,False,False
174,True,False,True,True,True,False,False
175,True,False,False,True,True,False,True
176,True,False,False,True,False,False,True
177,True,False,False,True,False,False,False
178,False,False,False,False,True,False,True
179,True,False,False,False,True,False,True
180,True,False,False,False,False,False,True
181,True,False,False,False,True,False,False
182,True,False,False,False,True,False,False
183,True,False,False,False,False,False,True
184,True,True,True,True,True,False,False
185,True,False,True,True,True,True,False
186,True,False,True,True,False,False,True
187,True,False,False,False,False,False,True
188,True,False,False,False,False,False,False
189,True,False,False,False,True,False,False
190,True,False,False,True,True,False,False
191,True,False,False,False,False,False,True
192,True,False,True,False,False,False,True
193,True,False,False,False,False,False,False
194,True,False,False,False,True,False,False
195,True,False,False,False,False,True,False
196,True,False,False,False,True,False,True
197,True,False,False,False,False,False,True
198,True,False,False,False,False,False,False
199,True,False,False,True,True,False,False
200,True,False,False,True,True,False,False
201,True,True,False,True,False,False,False
202,False,False,False,False,False,False,False
203,True,False,False,False,True,False,False
204,True,False,False,True,True,False,False
205,True,False,False,True,False,False,False
206,True,False,False,False,True,False,True
207,True,False,False,False,True,False,False
208,True,False,False,False,True,False,True
209,True,False,False,True,True,False,False
210,True,False,True,False,True,False,False
211,True,False,False,False,False,False,True
212,True,False,False,False,False,False,False
213,True,False,False,False,True,False,False
214,True,False,True,False,True,False,False
215,True,False,False,False,False,False,True
216,True,False,False,True,True,False,True
217,True,False,False,False,False,False,False
218,True,False,False,False,True,False,True
219,True,False,False,True,False,False,False
220,True,False,False,False,True,False,False
221,True,False,False,True,False,False,False
222,True,False,False,False,False,True,False
223,True,False,False,False,True,False,False
224,False,False,False,False,False,False,False
225,True,False,False,False,True,False,False
226,True,False,False,False,True,False,False
227,True,False,False,False,False,True,False
228,True,False,False,False,False,False,False
229,True,False,False,True,True,False,False
230,True,False,False,False,True,False,False
231,True,False,True,True,True,False,False
232,True,False,False,False,True,False,False
233,False,False,False,False,True,False,False
234,True,False,False,False,True,False,False
235,True,False,False,False,True,False,False
236,True,False,True,False,False,False,False
237,True,False,False,False,False,False,False
238,True,False,False,False,False,False,False
239,True,False,True,False,True,False,False
240,True,False,False,False,True,False,False
241,True,True,False,True,True,False,False
242,True,False,False,True,True,False,False
243,True,False,False,False,True,True,True
244,True,False,True,True,True,False,False
245,True,False,False,False,False,False,False
246,True,False,False,False,False,False,False
247,True,False,False,False,True,False,False
248,True,False,True,False,True,False,False
249,True,False,False,False,False,False,False
250,True,True,False,True,False,False,False
251,True,False,False,False,True,False,False
252,True,False,False,False,False,False,False
253,True,False,False,False,True,False,True
254,True,False,True,False,False,False,False
255,True,False,False,False,False,False,False
256,True,False,True,False,True,False,True
257,True,False,False,False,True,False,False
258,True,False,True,False,False,False,False
259,True,False,False,True,False,False,False
260,True,False,False,True,False,False,False
261,True,False,True,False,True,False,False
262,True,False,False,False,False,False,False
263,True,False,False,False,False,False,False
264,True,False,True,False,False,False,False
265,True,False,False,False,True,False,False
266,True,False,False,False,True,False,True
267,True,False,False,False,False,False,True
268,True,False,False,False,True,False,True
269,True,False,False,False,True,False,False
270,True,False,False,False,True,False,False
271,True,False,False,False,False,True,False
272,True,False,False,False,False,False,False
273,True,False,True,True,False,False,False
274,True,False,False,False,False,False,False
275,True,False,False,False,False,False,True
276,True,False,True,False,True,False,False
277,True,False,True,False,True,False,False
278,True,False,False,False,False,False,False
279,True,False,False,False,False,False,False
280,True,False,True,False,False,False,False
281,True,False,False,True,True,True,False
282,True,False,False,False,False,False,False
283,True,False,False,False,True,False,False
284,True,False,False,True,True,False,False
285,True,False,False,True,True,False,False
286,True,False,False,False,True,False,False
287,True,False,False,False,True,False,True
288,True,False,False,False,False,False,True
289,True,False,True,False,True,False,False
290,True,False,False,True,False,False,True
291,True,False,False,False,True,False,False
292,True,False,False,True,True,False,True
293,True,False,False,True,True,False,False
294,True,True,False,True,True,False,False
295,True,False,False,False,True,False,False
296,True,False,False,False,True,False,False
297,False,False,False,False,True,False,False
298,True,False,False,False,True,False,False
299,True,True,False,True,False,False,True
300,True,False,False,False,True,False,False
301,True,False,False,False,True,False,False
302,True,False,False,True,True,False,False
303,True,False,False,False,True,False,False
304,True,False,False,True,False,False,True
305,True,False,False,True,True,False,False
306,True,False,False,False,False,False,False
307,True,False,False,False,False,False,False
308,True,False,False,False,True,False,False
309,True,False,False,False,False,False,False
310,True,False,False,False,False,False,True
311,True,False,False,False,False,False,False
312,True,False,False,False,False,False,True
313,True,True,False,True,True,False,False
314,True,False,False,False,True,False,False
315,True,False,True,False,True,False,False
316,True,False,False,False,False,False,False
317,True,False,False,False,True,False,False
318,True,False,False,True,True,False,False
319,True,False,False,False,False,False,False
320,True,False,False,False,True,False,True
321,True,True,False,True,True,False,False
322,True,False,False,False,True,False,False
323,True,False,False,False,False,False,False
324,True,False,False,True,True,False,False
325,True,False,True,False,True,False,False
326,True,False,False,False,False,False,False
327,True,False,False,True,True,False,False
328,True,False,False,False,True,False,True
329,True,False,True,False,False,False,False
330,True,False,True,False,True,False,True
331,True,False,False,True,True,False,False
332,True,False,False,False,False,False,False
333,True,False,False,False,False,False,True
334,True,False,False,True,True,False,False
335,True,False,False,False,False,False,False
336,True,False,False,False,False,False,False
337,True,False,True,True,False,False,False
338,True,False,False,False,False,False,True
339,True,False,False,False,False,False,False
340,True,False,True,False,True,False,False
341,True,False,False,False,True,False,False
342,True,False,False,True,True,False,False
343,True,False,False,False,True,False,False
344,True,False,True,False,False,False,False
345,True,False,False,True,True,False,False
346,True,False,True,False,True,False,False
347,True,False,False,False,True,False,True
348,True,False,False,False,False,False,False
349,True,True,False,True,False,False,False
350,True,True,False,True,True,False,False
351,True,False,True,False,False,False,False
352,True,False,False,False,True,False,True
353,True,False,False,False,False,False,False
354,True,False,False,False,False,True,True
355,True,False,False,False,True,False,False
356,True,False,False,True,False,False,False
357,True,False,False,False,True,False,True
358,True,False,False,False,True,False,False
359,True,False,False,False,True,False,True
360,True,False,False,True,True,False,False
361,True,False,False,False,False,False,False
362,True,False,False,False,False,False,False
363,True,False,False,False,False,False,False
364,True,False,False,True,False,False,False
365,True,False,False,False,True,False,False
366,True,False,True,True,True,False,True
367,True,False,False,True,False,False,False
368,True,False,False,False,True,False,False
369,True,False,False,False,False,False,True
370,True,False,False,False,True,False,False
371,True,False,False,True,True,False,False
372,True,False,False,False,True,False,False
373,True,False,False,False,True,False,False
374,True,False,False,True,True,False,False
375,True,False,False,False,True,False,False
376,True,False,False,True,True,False,False
377,True,False,False,True,False,False,True
378,True,False,False,False,True,False,False
379,True,False,True,True,True,False,True
380,True,False,False,False,True,True,False
381,True,False,False,False,True,False,False
382,True,False,False,True,True,False,False
383,True,False,False,False,True,False,False
384,True,False,True,False,True,False,True
385,True,False,False,False,False,False,True
386,True,False,False,True,True,False,False
387,True,False,False,False,True,False,False
388,False,False,False,False,False,False,False
389,True,False,False,True,True,False,False
390,True,False,False,True,True,False,False
391,True,False,False,False,True,False,False
392,True,False,False,True,False,False,False
393,True,False,False,True,False,False,False
394,True,False,False,False,True,False,False
395,True,False,True,False,False,False,True
396,True,False,False,False,True,False,False
397,True,False,False,False,False,False,False
398,True,False,False,True,True,False,False
399,True,False,False,False,False,False,True
400,True,False,False,False,True,False,False
401,True,False,False,False,True,True,False
402,True,False,False,True,True,False,False
403,True,False,False,True,False,True,True
404,True,False,False,False,True,False,False
405,False,False,False,False,True,False,True
406,True,False,False,True,False,False,False
407,True,False,False,False,False,False,False
408,True,False,False,True,False,False,False
409,True,False,False,False,True,False,False
410,False,False,False,False,True,False,False
411,True,False,False,False,False,False,False
412,True,False,False,False,True,False,False
413,True,False,False,False,False,False,False
414,True,False,False,False,False,False,False
415,True,False,False,False,False,False,False
416,True,False,False,False,False,False,False
417,True,False,False,False,True,False,False
418,True,False,False,False,False,False,False
419,True,False,False,False,False,False,False
420,True,False,True,False,False,False,False
421,True,False,False,False,True,False,False
422,True,False,False,False,True,False,False
423,True,False,False,False,False,False,False
424,True,False,False,False,False,False,False
425,True,False,False,False,True,False,True
426,True,False,True,False,True,False,True
427,True,False,False,True,True,False,False
428,True,False,True,False,True,False,False
429,True,False,True,False,True,False,False
430,True,False,True,False,False,False,True
431,True,True,False,True,False,False,False
432,True,True,False,True,True,False,False
433,True,False,False,False,False,False,True
434,True,False,False,True,True,False,False
435,True,False,False,True,False,False,True
436,True,False,False,False,False,False,False
437,True,False,False,False,True,False,False
438,True,False,False,True,False,False,False
439,True,False,False,False,True,False,False
440,True,False,False,True,False,False,True
441,True,False,False,False,False,False,False
442,True,False,False,False,False,False,True
443,True,False,False,True,True,False,False
444,True,False,False,False,True,False,False
445,True,False,False,False,True,False,False
446,True,True,False,True,True,True,False
447,False,False,False,False,True,False,False
448,True,False,True,False,True,False,False
449,True,False,True,False,False,False,True
450,True,False,False,False,True,False,False
451,True,False,False,False,True,False,False
452,True,False,False,False,False,False,False
453,True,False,False,False,True,False,False
454,True,False,False,True,False,False,False
455,True,False,True,False,False,False,False
456,True,False,False,False,True,True,False
457,False,False,False,False,True,False,False
458,True,False,False,False,False,False,False
459,True,False,False,False,True,False,False
460,True,False,False,False,True,False,False
461,True,False,False,False,False,False,False
462,True,False,False,True,False,False,False
463,True,False,True,False,True,False,True
464,True,False,True,True,True,False,False
465,True,False,False,True,False,False,False
466,True,False,False,False,True,False,False
467,True,False,False,True,False,False,False
468,True,False,False,False,True,False,False
469,True,False,False,False,True,False,False
470,True,False,False,False,True,False,False
471,True,False,False,True,False,False,False
472,True,False,False,False,True,False,False
473,True,False,False,False,False,False,False
474,True,True,False,True,False,True,False
475,True,False,False,False,False,False,False
476,True,False,False,False,False,False,False
477,True,False,False,False,True,False,False
478,True,False,False,False,True,False,True
479,True,False,False,False,True,False,False
480,True,False,False,False,True,False,False
481,True,True,False,True,True,False,True
482,True,False,False,False,False,False,False
483,True,False,False,False,False,False,False
484,True,False,False,False,True,False,False
485,True,False,False,False,True,False,False
486,True,False,False,False,False,False,False
487,True,False,False,False,False,False,True
488,True,False,False,False,False,False,True
489,True,False,False,False,True,False,False
490,True,False,False,True,True,False,False
491,True,False,False,False,False,False,False
492,True,False,True,True,True,False,False
493,True,False,False,False,False,False,True
494,True,False,False,False,True,False,False
495,True,False,True,False,True,False,False
496,True,False,False,False,False,True,False
497,True,False,False,False,False,False,False
498,True,False,False,True,True,False,True
499,True,False,False,False,False,False,False
500,True,True,False,True,False,False,False
501,True,True,False,True,False,False,False
502,True,False,False,False,False,False,True
503,True,False,True,False,False,False,False
504,True,False,False,False,False,False,False
505,True,False,False,False,False,False,False
506,True,False,False,False,False,False,False
507,True,False,False,False,False,False,False
508,True,False,False,True,False,False,False
509,True,False,False,False,True,False,True
510,True,False,True,False,True,False,False
511,True,False,False,False,False,False,False
512,True,False,False,False,False,False,False
513,True,False,False,False,True,False,False
514,True,False,False,False,False,True,False
515,True,False,True,False,True,False,False
516,True,False,False,False,True,False,False
517,True,False,False,False,False,False,False
518,True,False,False,False,False,False,False
519,True,False,False,False,False,False,False
520,True,False,False,False,False,False,False
521,True,False,False,True,False,False,False
522,True,False,False,False,False,False,False
523,True,False,False,False,False,False,True
524,True,False,True,False,True,False,True
525,True,False,False,False,True,False,True
526,True,False,False,False,True,False,False
527,False,False,False,False,True,False,False
528,False,False,True,False,True,False,False
529,True,False,True,False,True,False,False
530,True,False,True,False,True,False,False
531,True,False,False,False,False,False,False
532,True,True,False,True,True,False,False
533,True,False,False,False,True,False,False
534,True,False,False,False,True,False,False
535,True,False,False,False,True,False,True
536,True,False,False,False,False,False,False
537,True,False,False,False,False,False,True
538,True,False,False,False,False,False,False
539,True,False,False,False,False,False,False
540,True,False,True,False,False,False,True
541,False,False,False,False,False,False,True
542,True,True,False,True,True,False,False
543,True,False,False,False,True,False,False
544,False,False,False,False,False,True,False
545,True,False,False,False,False,False,False
546,True,False,False,False,False,False,False
547,True,False,False,True,True,False,True
548,True,False,False,False,False,False,False
549,True,False,False,False,True,False,False
550,True,False,False,False,False,False,False
551,True,False,False,True,True,False,False
552,True,False,False,True,True,False,True
553,True,False,False,False,True,False,False
554,True,False,False,True,True,False,False
555,True,False,False,False,True,False,False
556,True,False,True,False,False,True,False
557,True,False,False,True,True,False,False
558,True,False,False,True,True,False,True
559,True,False,False,False,True,False,False
560,True,False,True,False,False,False,False
561,True,False,False,False,True,False,True
562,True,False,False,False,True,False,False
563,True,False,True,False,False,True,False
564,True,False,False,False,True,False,False
565,True,False,False,False,False,False,False
566,True,False,False,True,True,False,False
567,True,False,False,False,False,False,False
568,True,False,False,False,False,False,False
569,True,False,False,True,True,False,False
570,True,False,True,False,False,False,True
571,True,False,False,False,True,False,False
572,True,False,False,True,True,False,False
573,True,False,False,False,False,False,False
574,True,False,False,False,False,False,False
575,True,False,False,False,True,False,False
576,True,False,False,True,False,False,False
577,True,True,True,True,True,False,False
578,True,False,True,False,True,False,False
579,True,False,False,False,True,False,True
580,True,False,True,False,False,False,True
581,True,False,False,False,False,False,False
582,True,False,False,True,True,False,False
583,True,False,True,False,False,False,False
584,True,True,False,True,False,False,False
585,True,False,False,False,True,False,False
586,True,False,True,False,True,False,True
587,True,False,False,False,False,False,True
588,True,False,False,True,True,False,False
589,True,False,False,True,True,False,False
590,True,False,False,False,True,False,False
591,True,False,False,False,True,False,False
592,True,True,False,True,True,False,False
593,True,False,False,False,False,False,False
594,True,False,False,False,False,False,False
595,True,False,False,False,False,False,False
596,True,False,False,False,False,False,False
597,True,False,False,False,True,False,True
598,True,False,False,False,True,False,False
599,False,False,False,False,True,True,False
600,True,False,False,False,False,False,False
601,True,False,False,False,True,False,False
602,True,True,False,True,True,True,False
603,True,False,True,False,False,False,True
604,True,False,True,False,True,False,True
605,True,False,False,True,False,False,False
606,True,False,True,False,True,False,True
607,True,False,False,False,True,False,False
608,True,False,False,False,False,False,False
609,True,False,True,False,True,False,True
610,True,False,False,True,True,False,True
611,True,False,False,True,False,False,False
612,True,False,False,False,False,False,False
613,True,False,True,True,True,False,False
614,False,False,False,False,True,False,False
615,True,False,False,False,True,False,False
616,True,False,False,False,True,False,False
617,True,False,False,False,True,False,False
618,True,False,False,False,True,True,False
619,True,False,False,True,False,False,False
620,True,False,False,False,False,False,True
621,True,False,False,False,True,False,False
622,True,False,False,False,True,False,False
623,False,False,False,False,True,False,False
624,True,False,False,False,True,False,False
625,True,False,True,True,False,False,False
626,True,True,False,True,True,False,True
627,True,False,False,False,False,False,False
628,True,False,False,False,False,False,False
629,True,False,True,False,False,False,False
630,True,False,True,True,False,False,False
631,True,False,True,False,False,False,False
632,True,False,False,False,False,False,False
633,True,True,True,True,True,False,False
634,True,False,True,False,False,False,False
635,True,False,False,False,True,False,False
636,True,False,False,True,True,False,False
637,True,False,False,False,False,False,False
638,True,False,False,False,False,False,False
639,True,False,True,False,True,False,True
640,True,True,False,True,False,False,False
641,True,False,False,False,True,False,False
642,True,False,False,False,False,False,False
643,True,True,False,True,False,False,False
644,True,False,False,False,True,False,True
645,True,False,False,False,True,False,False
646,True,False,False,False,False,False,False
647,True,False,False,True,True,False,False
648,True,False,False,False,False,False,False
649,True,False,False,False,True,False,True
650,True,False,False,False,True,False,False
651,True,False,False,False,False,False,False
652,True,False,False,False,True,False,False
653,True,False,False,True,True,False,False
654,True,False,False,False,False,False,False
655,True,False,True,False,True,False,False
656,True,False,False,False,True,True,True
657,True,False,False,False,False,False,False
658,True,False,False,False,True,False,False
659,True,False,False,False,False,False,True
660,True,False,False,True,False,False,False
661,True,False,True,False,False,False,False
662,True,False,False,False,True,False,False
663,True,False,False,False,False,False,False
664,True,False,False,True,True,False,False
665,True,False,False,False,False,False,False
666,True,False,True,True,False,True,True
667,True,False,False,False,False,False,False
668,False,False,False,False,True,False,False
669,True,False,False,False,True,False,False
670,True,False,False,True,True,False,False
671,True,False,False,False,False,False,False
672,True,False,False,False,True,False,False
673,False,False,True,False,True,False,True
674,True,False,False,False,True,False,False
675,True,False,False,False,True,False,False
676,True,False,False,True,True,False,False
677,True,False,False,True,True,False,False
678,True,False,False,False,True,False,True
679,True,False,False,True,True,False,True
680,True,False,False,False,True,False,False
681,True,False,False,False,False,False,True
682,True,False,False,False,False,False,True
683,True,False,False,False,True,False,False
684,True,False,False,False,False,False,False
685,True,False,False,False,True,False,False
686,True,False,False,False,False,False,False
687,True,False,False,False,True,False,False
688,False,False,False,False,False,False,False
689,True,True,False,True,False,False,False
690,True,False,False,False,False,False,False
691,True,False,False,False,True,False,False
692,True,False,False,False,False,False,False
693,True,True,False,True,True,False,False
694,True,True,True,True,True,False,False
695,True,False,False,False,False,True,False
696,True,False,False,True,False,False,False
697,True,False,False,False,False,False,True
698,True,False,False,False,False,False,True
699,True,False,False,True,False,False,True
700,True,False,False,False,True,False,False
701,True,False,False,False,True,False,False
702,True,False,True,False,True,False,True
703,True,False,True,False,False,False,True
704,True,False,False,False,False,False,False
705,True,False,False,False,False,False,True
706,True,False,False,True,False,False,False
707,True,False,False,False,True,False,False
708,True,True,False,True,True,False,True
709,True,True,False,True,False,False,True
710,True,False,False,True,True,False,False
711,False,False,False,False,True,False,True
712,True,False,False,False,False,False,True
713,True,False,False,False,True,False,True
714,True,False,False,False,True,False,False
715,True,True,True,True,False,False,False
716,True,True,False,True,True,False,False
717,True,False,False,False,False,False,False
718,True,True,False,True,False,False,False
719,True,False,False,False,True,False,True
720,True,True,False,True,False,False,False
721,True,False,False,False,True,False,False
722,True,False,False,True,True,False,False
723,True,False,False,False,False,False,True
724,False,False,False,False,False,False,False
725,True,False,False,False,True,False,True
726,True,False,False,False,True,False,False
727,True,False,False,True,True,False,False
728,True,False,False,False,True,False,False
729,True,False,False,False,True,False,False
730,True,False,False,False,False,False,False
731,True,False,True,False,False,False,False
732,True,False,False,False,True,False,False
733,True,False,False,True,True,False,True
734,True,False,False,False,True,False,False
735,True,False,False,False,True,False,False
736,True,False,False,False,False,False,True
737,True,False,False,False,False,False,False
738,True,False,False,True,True,False,False
739,True,False,False,False,False,False,True
740,True,False,False,False,False,False,False
741,True,True,False,True,True,True,False
742,True,False,False,True,False,False,False
743,True,False,False,False,True,False,False
744,True,False,False,False,False,False,False
745,True,False,True,True,False,False,False
746,True,False,False,False,True,False,True
747,True,False,True,True,True,False,True
748,True,False,False,False,False,False,False
749,True,False,False,False,False,False,False
750,True,False,False,True,False,False,False
751,True,False,False,False,True,False,False
752,True,False,False,True,False,False,True
753,True,False,False,False,True,False,False
754,True,False,False,False,True,False,False
755,True,False,False,True,True,False,True
756,True,False,False,True,False,False,False
757,True,False,False,False,False,False,False
758,True,False,False,True,True,False,True
759,True,False,False,False,False,False,False
760,True,False,False,False,False,False,False
761,True,False,False,True,True,False,False
762,True,False,False,False,True,False,False
763,True,False,False,True,True,False,False
764,True,False,True,False,True,False,True
765,True,False,False,False,True,False,False
766,True,False,False,True,False,False,True
767,True,False,True,False,True,False,False
768,True,False,False,False,False,False,False
769,True,False,False,False,False,False,False
770,True,False,True,True,True,False,False
771,True,False,False,False,True,False,False
772,True,False,False,True,True,True,True
773,True,False,False,True,False,False,False
774,True,False,True,True,True,False,False
775,True,False,False,False,False,False,False
776,True,False,False,True,False,True,True
777,True,False,False,True,False,True,False
778,True,False,False,False,True,False,True
779,True,False,False,False,False,False,False
780,True,False,True,False,False,False,False
781,True,False,False,False,False,False,False
782,True,False,False,False,True,False,False
783,True,False,True,False,False,False,False
784,True,False,False,False,False,False,False
785,False,False,False,False,False,False,False
786,True,False,False,False,False,False,False
787,True,False,False,False,True,False,True
788,True,False,True,True,True,False,True
789,True,False,False,False,False,False,False
790,True,False,False,False,False,False,False
791,True,False,False,False,True,False,True
792,True,False,False,False,True,False,False
793,True,False,False,False,True,False,False
794,True,False,False,False,True,False,False
795,True,False,False,False,False,False,False
796,True,False,False,False,True,False,False
797,True,False,False,False,False,False,False
798,True,False,False,False,True,False,False
799,True,False,False,True,False,False,False
800,True,False,False,True,True,True,False
801,True,False,False,False,False,False,False
802,True,False,False,False,True,False,True
803,True,False,False,False,True,False,False
804,True,False,False,False,False,False,False
805,True,False,True,True,True,False,True
806,True,False,False,False,True,False,False
807,True,True,False,True,False,False,False
808,True,False,True,True,False,False,False
809,True,False,False,False,True,False,False
810,True,False,False,True,False,False,True
811,True,False,False,False,True,False,False
812,True,False,False,False,True,False,True
813,False,False,False,False,True,False,True
814,True,False,False,False,True,False,False
815,True,False,False,False,True,False,False
816,True,False,False,True,False,True,False
817,True,False,False,False,True,False,False
818,True,False,False,False,True,False,False
819,True,False,False,False,True,False,False
820,True,False,False,False,True,True,False
821,True,False,False,False,False,False,True
822,True,False,False,False,True,False,False
823,True,False,False,False,True,False,False
824,True,False,False,True,True,True,False
825,True,False,True,False,True,False,False
826,True,False,False,False,False,False,False
827,True,False,False,True,False,False,True
828,True,False,True,False,False,False,True
829,True,False,False,True,True,False,False
830,True,False,False,False,True,False,False
831,True,False,False,False,False,False,False
832,True,False,False,True,False,False,False
833,True,False,True,False,True,False,False
834,True,False,False,True,False,False,False
835,True,False,False,True,True,False,True
836,True,False,False,False,False,False,False
837,True,False,False,True,True,True,True
838,False,False,False,False,True,False,False
839,True,False,False,False,True,False,False
840,True,False,False,False,False,False,False
841,True,False,False,False,False,False,False
842,True,False,False,False,False,False,False
843,True,False,False,False,False,True,False
844,True,False,False,False,True,False,False
845,True,False,False,False,True,False,False
846,True,False,False,False,False,True,False
847,True,False,False,False,True,False,True
848,True,False,True,True,True,False,False
849,True,False,False,False,True,False,False
850,True,False,False,True,True,False,False
851,True,False,False,False,True,False,False
852,True,False,False,False,False,False,False
853,True,False,True,True,False,False,False
854,True,False,False,False,True,False,False
855,True,False,False,False,True,False,False
856,True,False,False,False,False,False,False
857,True,False,False,False,False,False,False
858,True,False,False,False,False,False,False
859,True,False,True,False,True,False,False
860,True,False,False,False,False,False,True
861,True,False,False,False,False,False,False
862,True,False,False,False,True,False,False
863,True,False,True,False,False,False,False
864,True,False,True,False,True,False,False
865,True,False,False,False,False,False,False
866,True,False,False,False,False,False,False
867,True,False,False,False,True,False,False
868,True,False,False,True,True,False,True
869,True,False,True,False,True,False,False
870,True,False,False,False,False,False,True
871,True,False,False,False,False,False,False
